Application_order,Course,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Gender,Scholarship_holder,Age_at_enrollment,Unemployment_rate,Inflation_rate,GDP,Status,Total_enrolled_grade,Total_enrolled_units,Total_approved_units,Total_evaluation_units
4,Advertising and Marketing Management,110.0,19,37,9,99,106.1,Yes,Female,Yes,18,12.7,3.7,-1.7,Dropout,11.0,12,1,6
3,Journalism and Communication,132.0,1,1,4,9,124.3,Yes,Female,Yes,19,15.5,2.8,-4.06,Graduate,24.11904762,12,12,13
2,Nursing,126.0,1,38,4,7,124.3,Yes,Female,Yes,20,9.4,-0.8,-3.12,Graduate,25.9625,16,16,16
1,Management,117.4,19,1,4,9,117.4,Yes,Female,No,21,11.1,0.6,2.02,Graduate,22.533333329999998,12,11,16
2,Nursing,120.0,41,3,2,2,112.7,No,Female,No,21,10.8,1.4,1.74,Graduate,23.36,16,12,24
1,Communication Design,116.0,38,38,9,9,123.7,No,Female,No,20,11.1,0.6,2.02,Graduate,28.0,12,12,13
2,Basic Education,111.0,38,38,191,171,105.8,Yes,Female,No,19,8.9,1.4,3.51,Graduate,26.0,14,14,15
3,Veterinary Nursing,128.0,1,19,4,90,124.2,No,Female,No,21,7.6,2.6,0.32,Dropout,22.0,10,4,15
1,Veterinary Nursing,123.0,30,19,4,90,122.3,No,Female,No,18,7.6,2.6,0.32,Graduate,26.0,10,10,13
5,Tourism,131.0,19,37,9,9,123.7,No,Female,Yes,19,8.9,1.4,3.51,Graduate,23.86666667,12,10,15
2,Nursing,135.0,19,19,9,4,129.8,Yes,Female,No,18,13.9,-0.3,0.79,Graduate,28.05,15,15,16
4,Nursing,136.0,1,1,9,9,123.8,Yes,Female,Yes,19,12.7,3.7,-1.7,Graduate,26.62857142,16,14,16
2,Management,132.0,1,19,4,3,126.4,Yes,Female,Yes,18,13.9,-0.3,0.79,Graduate,21.1,10,6,25
1,Basic Education,120.0,19,37,5,7,115.1,No,Female,Yes,18,15.5,2.8,-4.06,Enrolled,22.75,12,8,19
1,Journalism and Communication,144.0,37,37,8,8,138.4,No,Female,No,18,13.9,-0.3,0.79,Graduate,27.571428570000002,12,12,14
1,Veterinary Nursing,129.0,1,37,9,9,118.2,Yes,Female,Yes,18,10.8,1.4,1.74,Graduate,28.821428570000002,10,9,15
1,Communication Design,136.0,38,19,7,7,121.7,Yes,Female,No,18,12.4,0.5,1.79,Dropout,13.0,12,2,12
3,Communication Design,125.0,1,38,9,7,118.0,No,Female,Yes,18,11.1,0.6,2.02,Enrolled,28.333333330000002,12,12,13
1,Social Service,125.0,1,38,9,7,119.8,No,Female,No,18,11.1,0.6,2.02,Dropout,0.0,12,0,0
1,Social Service,154.0,1,3,4,2,164.9,No,Female,No,18,10.8,1.4,1.74,Graduate,27.166666669999998,12,12,12
1,Veterinary Nursing,100.0,1,38,4,9,100.0,Yes,Female,Yes,20,13.9,-0.3,0.79,Graduate,24.833333330000002,8,8,13
1,Basic Education,124.0,3,1,2,5,121.6,No,Female,No,18,15.5,2.8,-4.06,Enrolled,22.93333333,12,10,19
4,Communication Design,126.0,1,19,4,5,120.4,Yes,Female,No,18,16.2,0.3,-0.92,Graduate,22.200000000000003,12,10,15
6,Nursing,124.0,37,37,9,7,117.8,No,Female,Yes,20,10.8,1.4,1.74,Graduate,25.58285714,16,14,16
1,Advertising and Marketing Management,150.0,37,37,9,6,110.0,No,Female,No,40,9.4,-0.8,-3.12,Graduate,22.825,15,13,20
6,Nursing,133.0,38,38,9,9,128.8,Yes,Female,Yes,18,15.5,2.8,-4.06,Graduate,24.42587301,15,13,22
5,Tourism,126.0,19,19,4,7,116.6,Yes,Female,No,19,13.9,-0.3,0.79,Graduate,23.799999999999997,12,10,21
1,Management (evening attendance),120.0,1,19,4,9,120.0,No,Female,No,24,12.4,0.5,1.79,Dropout,0.0,10,0,11
3,Journalism and Communication,175.0,3,38,2,10,157.5,Yes,Female,No,19,10.8,1.4,1.74,Dropout,26.33333334,12,12,15
6,Nursing,141.0,2,1,4,4,136.3,Yes,Female,No,19,10.8,1.4,1.74,Graduate,28.2,16,14,16
1,Nursing,133.0,1,19,9,6,121.5,Yes,Female,Yes,20,11.1,0.6,2.02,Graduate,25.33952381,15,13,17
1,Nursing,143.0,38,38,5,5,133.9,No,Female,No,18,12.4,0.5,1.79,Graduate,31.101785709999998,15,15,15
1,Animation and Multimedia Design,141.0,1,38,4,8,136.8,Yes,Female,Yes,18,13.9,-0.3,0.79,Graduate,0.0,0,0,0
2,Nursing,134.0,19,37,4,7,133.5,Yes,Female,No,19,13.9,-0.3,0.79,Graduate,29.15,15,15,16
3,Nursing,138.0,3,3,4,5,130.0,Yes,Female,No,18,13.9,-0.3,0.79,Dropout,30.049999999999997,15,15,16
1,Veterinary Nursing,140.0,3,3,2,2,140.0,Yes,Female,No,19,12.4,0.5,1.79,Graduate,26.0,12,11,29
2,Nursing,142.0,37,37,9,7,132.7,Yes,Female,Yes,19,13.9,-0.3,0.79,Graduate,30.65,15,15,16
1,Nursing,118.0,19,19,5,7,117.8,No,Female,Yes,19,12.4,0.5,1.79,Graduate,28.37142857,15,14,16
2,Nursing,131.0,1,37,4,4,126.1,Yes,Female,Yes,19,11.1,0.6,2.02,Dropout,24.73857143,15,14,16
1,Nursing,130.0,1,38,1,7,120.0,No,Female,No,19,7.6,2.6,0.32,Graduate,29.13333334,14,12,14
1,Advertising and Marketing Management,133.1,1,19,1,5,100.0,Yes,Female,No,25,9.4,-0.8,-3.12,Dropout,22.45,10,9,10
1,Nursing,130.0,19,19,4,10,116.8,No,Female,No,20,12.7,3.7,-1.7,Graduate,25.37142858,16,14,16
1,Social Service,130.0,1,19,5,5,128.3,No,Female,No,23,8.9,1.4,3.51,Dropout,26.821428570000002,18,11,26
1,Communication Design,133.1,19,19,7,7,117.0,No,Female,No,20,15.5,2.8,-4.06,Dropout,0.0,12,0,0
1,Social Service (evening attendance),130.0,37,11,9,10,131.5,No,Female,No,27,11.1,0.6,2.02,Graduate,22.166666669999998,12,11,15
1,Nursing,149.0,19,1,4,4,134.8,No,Female,No,18,9.4,-0.8,-3.12,Graduate,28.89,16,16,16
1,Basic Education,163.0,19,1,5,10,146.6,Yes,Female,No,18,9.4,-0.8,-3.12,Enrolled,25.35,12,9,19
1,Social Service (evening attendance),130.0,19,1,5,10,130.0,Yes,Female,No,23,13.9,-0.3,0.79,Dropout,28.625,22,19,23
6,Nursing,145.0,38,37,5,6,127.5,Yes,Female,Yes,19,7.6,2.6,0.32,Graduate,26.83333334,14,12,14
1,Management,130.0,37,38,3,3,123.0,No,Female,No,18,15.5,2.8,-4.06,Graduate,23.73333333,10,10,15
1,Nursing,128.0,1,19,9,8,100.0,Yes,Female,No,20,13.9,-0.3,0.79,Graduate,27.9125,15,15,16
2,Advertising and Marketing Management,111.0,19,19,9,9,114.2,Yes,Female,No,18,12.4,0.5,1.79,Graduate,26.0,12,9,19
1,Nursing,140.0,1,1,4,4,123.5,Yes,Female,Yes,19,9.4,-0.8,-3.12,Graduate,29.5,16,16,16
1,Social Service,140.0,19,19,8,8,144.3,Yes,Female,Yes,19,12.4,0.5,1.79,Graduate,27.47619047,12,12,13
1,Basic Education,145.0,38,37,5,5,142.2,No,Female,No,19,9.4,-0.8,-3.12,Enrolled,25.0,12,9,18
1,Veterinary Nursing,151.0,3,3,1,90,161.9,No,Female,No,18,7.6,2.6,0.32,Graduate,28.60714286,10,9,14
1,Social Service,132.0,37,37,9,5,135.9,No,Female,No,18,9.4,-0.8,-3.12,Graduate,25.4,12,11,18
2,Journalism and Communication,116.0,19,19,4,7,110.1,Yes,Female,No,18,11.1,0.6,2.02,Graduate,25.333333330000002,12,12,12
1,Basic Education,120.0,19,38,9,9,122.5,No,Female,No,28,15.5,2.8,-4.06,Dropout,23.72727273,19,19,19
1,Tourism,158.0,37,37,5,9,138.1,Yes,Female,No,19,7.6,2.6,0.32,Dropout,26.5,12,5,19
1,Animation and Multimedia Design,116.0,3,1,2,3,117.3,Yes,Female,No,20,13.9,-0.3,0.79,Dropout,0.0,0,0,0
2,Nursing,112.0,1,37,4,9,106.8,Yes,Female,Yes,19,12.4,0.5,1.79,Graduate,27.147619040000002,15,13,17
1,Communication Design,126.0,1,19,4,0,120.1,No,Female,Yes,20,11.1,0.6,2.02,Graduate,25.83333334,12,12,12
2,Tourism,120.0,19,19,9,9,116.5,Yes,Female,Yes,19,12.4,0.5,1.79,Graduate,24.2,12,10,17
1,Communication Design,117.0,5,1,2,10,120.0,Yes,Female,No,21,8.9,1.4,3.51,Enrolled,24.799999999999997,12,9,14
1,Basic Education,153.0,1,19,9,4,139.7,Yes,Female,Yes,19,11.1,0.6,2.02,Graduate,28.28571429,14,14,14
2,Communication Design,124.0,19,1,9,3,123.7,Yes,Female,Yes,18,13.9,-0.3,0.79,Graduate,25.33928571,12,12,16
2,Equinculture,127.0,3,1,2,1,116.5,No,Female,No,19,15.5,2.8,-4.06,Dropout,0.0,12,0,0
1,Advertising and Marketing Management,126.0,12,38,9,5,122.2,No,Female,Yes,19,8.9,1.4,3.51,Graduate,27.33333334,12,12,15
1,Journalism and Communication,133.1,38,19,132,103,146.0,No,Female,No,20,16.2,0.3,-0.92,Graduate,24.166666669999998,12,11,12
2,Basic Education,114.0,1,1,4,0,108.8,Yes,Female,No,18,13.9,-0.3,0.79,Enrolled,24.73333333,14,11,20
1,Animation and Multimedia Design,133.0,19,19,5,7,133.0,No,Female,No,18,15.5,2.8,-4.06,Enrolled,0.0,0,0,0
1,Equinculture,130.0,1,1,4,5,123.8,No,Female,No,18,7.6,2.6,0.32,Graduate,24.0,10,9,13
3,Journalism and Communication,127.0,19,19,5,8,120.0,No,Female,No,18,8.9,1.4,3.51,Dropout,0.0,12,0,6
3,Social Service,143.0,37,38,0,7,126.9,Yes,Female,No,18,7.6,2.6,0.32,Graduate,22.666666669999998,12,11,20
4,Journalism and Communication,130.0,19,19,4,4,121.3,Yes,Female,No,20,15.5,2.8,-4.06,Dropout,23.571428570000002,12,11,20
3,Nursing,136.0,19,1,9,9,129.0,Yes,Female,Yes,19,12.4,0.5,1.79,Graduate,25.85857143,15,15,17
1,Basic Education,125.0,37,37,9,9,114.9,Yes,Female,No,21,15.5,2.8,-4.06,Dropout,24.33333334,12,6,15
1,Advertising and Marketing Management,110.0,12,3,5,8,106.5,Yes,Female,No,20,10.8,1.4,1.74,Dropout,0.0,12,0,15
1,Tourism,130.0,37,38,9,9,133.9,Yes,Female,No,18,9.4,-0.8,-3.12,Graduate,23.45,12,9,18
1,Journalism and Communication,135.0,1,4,5,3,124.9,No,Female,Yes,20,10.8,1.4,1.74,Graduate,25.5,12,12,13
2,Nursing,133.0,19,37,1,9,128.5,Yes,Female,Yes,19,9.4,-0.8,-3.12,Graduate,28.1425,16,16,16
1,Veterinary Nursing,122.0,19,19,9,9,126.2,Yes,Female,No,22,9.4,-0.8,-3.12,Dropout,27.45,10,9,23
1,Equinculture,122.0,19,19,9,9,121.7,Yes,Female,No,22,9.4,-0.8,-3.12,Dropout,0.0,8,0,2
2,Basic Education,121.0,38,38,7,5,120.0,Yes,Female,No,18,10.8,1.4,1.74,Enrolled,22.25,12,7,18
1,Management,123.0,3,19,9,9,113.2,No,Female,No,21,7.6,2.6,0.32,Enrolled,21.73809524,20,13,34
1,Social Service,128.0,19,19,0,5,120.3,Yes,Female,No,19,7.6,2.6,0.32,Graduate,24.6,12,7,20
4,Animation and Multimedia Design,139.0,37,38,9,9,127.8,Yes,Female,No,19,10.8,1.4,1.74,Dropout,0.0,0,0,0
2,Nursing,124.0,34,34,0,0,123.3,Yes,Female,Yes,20,9.4,-0.8,-3.12,Dropout,29.80285714,16,14,16
3,Nursing,135.0,38,19,8,8,126.3,Yes,Female,Yes,18,15.5,2.8,-4.06,Graduate,25.09555556,15,15,17
1,Management (evening attendance),110.0,19,37,5,9,128.2,No,Female,No,22,8.9,1.4,3.51,Dropout,21.6,17,12,17
4,Veterinary Nursing,138.0,19,36,90,7,134.9,Yes,Female,No,20,7.6,2.6,0.32,Graduate,25.06666667,10,9,16
1,Agronomy,140.0,38,38,6,6,140.0,No,Female,No,19,12.4,0.5,1.79,Graduate,24.666666669999998,12,12,14
5,Nursing,126.0,1,19,6,7,115.5,Yes,Female,Yes,19,12.4,0.5,1.79,Graduate,25.46428572,15,14,18
2,Nursing,113.0,38,19,9,7,106.7,Yes,Female,Yes,20,11.1,0.6,2.02,Enrolled,25.119999999999997,14,11,18
1,Management (evening attendance),120.0,38,38,3,3,140.0,No,Female,No,25,15.5,2.8,-4.06,Enrolled,22.0,10,6,22
1,Nursing,145.0,19,19,9,7,136.6,No,Female,Yes,19,15.5,2.8,-4.06,Graduate,27.818095239999998,15,13,22
1,Nursing,124.0,38,37,9,7,119.3,Yes,Female,No,19,9.4,-0.8,-3.12,Graduate,26.2325,16,16,16
1,Communication Design,160.0,3,38,1,9,152.0,Yes,Female,No,19,10.8,1.4,1.74,Dropout,0.0,11,0,5
1,Nursing,138.0,38,19,9,5,144.3,No,Female,No,20,13.9,-0.3,0.79,Graduate,26.271428569999998,15,13,17
2,Oral Hygiene,130.0,37,37,9,9,159.0,Yes,Female,No,25,12.4,0.5,1.79,Enrolled,23.55714286,15,12,32
1,Nursing,127.0,19,38,5,9,129.5,Yes,Female,Yes,20,7.6,2.6,0.32,Graduate,24.66666666,14,12,14
1,Social Service,170.0,38,19,9,9,140.0,Yes,Female,No,24,9.4,-0.8,-3.12,Enrolled,32.15,12,9,19
3,Advertising and Marketing Management,111.0,1,1,5,5,105.4,No,Female,No,20,7.6,2.6,0.32,Graduate,26.533333329999998,10,10,12
1,Nursing,100.0,1,19,4,8,136.0,Yes,Female,No,21,15.5,2.8,-4.06,Graduate,27.84930556,15,15,17
1,Agronomy,160.0,37,38,9,9,160.0,No,Female,Yes,19,15.5,2.8,-4.06,Graduate,26.0,12,11,19
1,Journalism and Communication,152.0,38,37,9,9,139.1,No,Female,Yes,19,16.2,0.3,-0.92,Graduate,26.333333330000002,12,12,12
2,Advertising and Marketing Management,144.0,37,38,9,9,126.9,No,Female,Yes,21,9.4,-0.8,-3.12,Graduate,26.2,10,9,10
1,Nursing,133.8,3,37,2,10,184.0,No,Female,No,28,15.5,2.8,-4.06,Graduate,33.587777779999996,15,15,18
1,Social Service,125.0,37,38,9,9,125.0,Yes,Female,Yes,19,10.8,1.4,1.74,Graduate,21.6,12,10,16
1,Management,150.0,37,37,9,6,138.5,No,Female,Yes,18,12.4,0.5,1.79,Graduate,27.6,10,10,11
5,Nursing,143.0,37,38,5,8,133.5,Yes,Female,Yes,18,12.7,3.7,-1.7,Graduate,24.22857142,16,14,16
3,Nursing,145.0,19,37,7,7,141.5,Yes,Female,Yes,18,9.4,-0.8,-3.12,Graduate,26.1175,16,16,16
1,Nursing,120.0,1,2,9,3,130.0,Yes,Female,No,22,12.7,3.7,-1.7,Graduate,26.57142858,16,14,16
1,Management,138.0,37,37,194,171,131.0,Yes,Female,No,19,12.4,0.5,1.79,Enrolled,21.666666669999998,10,7,17
1,Nursing,145.0,19,1,9,5,145.0,No,Female,Yes,18,13.9,-0.3,0.79,Graduate,29.23392857,15,15,15
1,Tourism,122.0,37,37,5,6,114.3,No,Female,No,20,15.5,2.8,-4.06,Dropout,0.0,12,0,0
1,Animation and Multimedia Design,110.0,37,37,5,6,108.3,No,Female,No,26,12.4,0.5,1.79,Dropout,22.25,19,7,21
3,Communication Design,136.0,37,38,9,9,125.2,Yes,Female,Yes,18,10.8,1.4,1.74,Graduate,27.625,12,12,14
1,Tourism,145.0,1,38,4,9,131.7,Yes,Female,Yes,21,10.8,1.4,1.74,Dropout,23.83333334,12,9,19
4,Nursing,141.0,38,37,3,3,126.3,Yes,Female,No,18,10.8,1.4,1.74,Graduate,26.59428572,16,14,16
1,Veterinary Nursing,149.0,19,19,4,6,147.6,Yes,Female,No,20,15.5,2.8,-4.06,Graduate,28.17307692,12,12,23
6,Nursing,130.0,38,19,5,6,125.1,Yes,Female,No,18,15.5,2.8,-4.06,Graduate,26.20333333,15,14,24
6,Management,121.0,19,38,7,9,123.8,No,Female,Yes,19,12.7,3.7,-1.7,Enrolled,23.4,10,8,13
1,Advertising and Marketing Management,128.0,1,1,2,2,130.8,Yes,Female,No,20,7.6,2.6,0.32,Dropout,28.75,10,8,10
1,Basic Education,152.0,19,19,9,5,154.1,No,Female,Yes,18,12.7,3.7,-1.7,Graduate,25.9047619,12,12,13
2,Management,132.0,37,37,9,9,122.6,Yes,Female,Yes,20,10.8,1.4,1.74,Enrolled,24.625,10,7,17
2,Social Service (evening attendance),107.0,19,11,0,0,103.5,Yes,Female,No,22,7.6,2.6,0.32,Graduate,25.6,12,10,16
1,Animation and Multimedia Design,131.0,19,38,4,5,132.8,Yes,Female,No,18,7.6,2.6,0.32,Enrolled,0.0,0,0,0
1,Management (evening attendance),141.0,19,38,5,7,100.0,No,Female,No,21,8.9,1.4,3.51,Graduate,22.9,10,9,14
2,Basic Education,120.0,1,1,9,0,115.8,No,Female,No,18,13.9,-0.3,0.79,Enrolled,24.166666669999998,14,12,23
1,Nursing,148.0,19,19,4,4,133.8,No,Female,No,18,12.7,3.7,-1.7,Graduate,26.97142858,16,14,16
1,Communication Design,130.0,12,19,4,5,118.5,No,Female,Yes,18,8.9,1.4,3.51,Graduate,23.28571429,12,12,14
1,Animation and Multimedia Design,145.0,37,37,9,1,150.3,Yes,Female,No,19,15.5,2.8,-4.06,Dropout,0.0,0,0,0
3,Management,112.0,1,19,3,5,107.8,Yes,Female,No,19,10.8,1.4,1.74,Enrolled,24.76190476,10,6,18
1,Nursing,138.0,38,1,9,4,127.5,Yes,Female,No,19,16.2,0.3,-0.92,Enrolled,26.7,14,10,17
3,Nursing,135.0,1,37,7,7,120.5,Yes,Female,No,19,10.8,1.4,1.74,Graduate,26.51714286,16,14,22
1,Management,118.0,1,2,10,10,117.3,Yes,Female,No,19,8.9,1.4,3.51,Enrolled,24.25,10,8,19
1,Tourism,123.0,38,37,9,7,120.6,Yes,Female,No,19,10.8,1.4,1.74,Dropout,21.666666669999998,12,4,24
4,Tourism,126.0,38,37,9,7,118.7,Yes,Female,Yes,21,8.9,1.4,3.51,Graduate,26.071428570000002,12,12,13
2,Journalism and Communication,150.0,1,37,9,7,130.8,No,Female,Yes,20,15.5,2.8,-4.06,Graduate,23.63333333,12,10,18
1,Management,121.0,19,19,3,9,112.6,Yes,Female,Yes,20,11.1,0.6,2.02,Graduate,27.485714289999997,10,10,14
1,Management (evening attendance),133.1,37,37,9,9,117.2,No,Female,No,41,7.6,2.6,0.32,Graduate,22.8,10,10,14
1,Nursing,130.0,37,37,3,3,130.0,Yes,Female,No,32,12.4,0.5,1.79,Enrolled,26.2625,14,11,24
3,Nursing,139.0,38,1,9,5,131.8,Yes,Female,No,18,10.8,1.4,1.74,Graduate,29.30571428,16,14,16
1,Social Service (evening attendance),160.0,37,37,3,4,97.0,No,Female,Yes,35,15.5,2.8,-4.06,Graduate,22.66666666,12,12,15
1,Nursing,110.0,37,37,9,9,130.0,No,Female,No,32,16.2,0.3,-0.92,Dropout,13.7,14,4,19
1,Social Service (evening attendance),140.0,19,37,5,9,148.0,No,Female,No,37,12.4,0.5,1.79,Graduate,28.47727273,19,19,19
2,Management,130.0,3,37,9,9,103.4,No,Female,No,30,12.7,3.7,-1.7,Dropout,22.89285714,15,14,21
2,Journalism and Communication,132.0,19,19,0,0,127.1,No,Male,No,23,7.6,2.6,0.32,Graduate,25.333333330000002,12,11,20
2,Journalism and Communication,139.0,3,1,2,7,124.0,Yes,Female,Yes,20,15.5,2.8,-4.06,Dropout,27.85714286,12,12,13
1,Advertising and Marketing Management,135.0,19,37,5,7,121.4,No,Male,No,21,9.4,-0.8,-3.12,Graduate,23.25,10,8,13
1,Management,117.0,38,19,5,7,118.1,No,Male,No,19,12.4,0.5,1.79,Graduate,24.4,10,10,11
4,Nursing,137.0,1,19,4,3,121.3,Yes,Male,Yes,18,10.8,1.4,1.74,Graduate,30.14,16,14,16
1,Informatics Engineering,144.0,34,34,0,0,119.5,No,Male,No,18,10.8,1.4,1.74,Dropout,22.0,10,2,13
1,Management (evening attendance),130.0,1,1,4,10,115.2,No,Male,No,24,12.4,0.5,1.79,Enrolled,24.666666669999998,10,9,11
1,Advertising and Marketing Management,140.0,1,37,9,9,130.2,Yes,Male,No,22,12.7,3.7,-1.7,Graduate,25.6,12,8,22
4,Tourism,130.0,19,1,5,5,130.0,Yes,Male,No,18,16.2,0.3,-0.92,Dropout,22.25,12,7,14
2,Social Service,130.0,37,37,5,6,126.9,Yes,Female,No,18,9.4,-0.8,-3.12,Graduate,25.73809524,12,11,19
2,Communication Design,152.0,2,1,9,1,168.5,Yes,Male,No,21,16.2,0.3,-0.92,Graduate,28.799999999999997,12,10,13
1,Nursing,133.1,37,37,9,9,130.0,No,Female,No,38,16.2,0.3,-0.92,Dropout,21.833333330000002,14,5,27
1,Oral Hygiene,140.0,38,37,9,9,122.8,No,Female,Yes,19,12.7,3.7,-1.7,Graduate,25.1375,15,15,22
1,Nursing,133.1,37,37,9,9,110.0,No,Female,No,36,16.2,0.3,-0.92,Dropout,23.833333330000002,14,7,26
1,Veterinary Nursing,140.0,1,1,9,9,127.1,Yes,Female,No,18,12.7,3.7,-1.7,Graduate,23.75,10,8,18
3,Nursing,133.1,19,19,5,5,108.5,Yes,Female,No,19,12.4,0.5,1.79,Graduate,24.50625,15,13,21
1,Veterinary Nursing,140.0,19,38,9,9,138.2,No,Female,No,21,8.9,1.4,3.51,Dropout,26.95,19,13,32
2,Nursing,133.1,19,38,192,192,96.0,Yes,Female,No,19,11.1,0.6,2.02,Enrolled,25.53166666,15,12,21
1,Social Service,135.0,19,19,9,9,124.5,No,Female,Yes,18,16.2,0.3,-0.92,Graduate,23.428571429999998,12,11,19
1,Nursing,120.0,37,19,9,7,120.0,Yes,Female,No,45,13.9,-0.3,0.79,Enrolled,25.66818182,21,21,23
1,Management,140.0,37,37,9,7,132.3,Yes,Female,No,20,7.6,2.6,0.32,Dropout,21.0,10,2,19
1,Tourism,128.0,19,1,5,7,120.7,Yes,Female,No,18,13.9,-0.3,0.79,Graduate,23.166666669999998,12,10,18
1,Advertising and Marketing Management,141.0,1,19,4,4,132.6,No,Female,Yes,18,11.1,0.6,2.02,Graduate,27.14285714,12,12,15
2,Equinculture,140.0,34,34,0,0,140.0,No,Female,No,25,10.8,1.4,1.74,Dropout,0.0,10,0,18
6,Nursing,139.0,1,1,4,4,124.5,Yes,Female,No,19,10.8,1.4,1.74,Graduate,24.08285714,16,14,18
1,Animation and Multimedia Design,142.0,19,19,7,7,142.0,Yes,Female,Yes,18,13.9,-0.3,0.79,Graduate,0.0,0,0,0
1,Tourism,130.0,1,1,3,6,130.0,No,Female,No,39,13.9,-0.3,0.79,Graduate,28.352564100000002,25,25,30
1,Agronomy,130.0,38,37,9,9,144.0,No,Female,No,29,15.5,2.8,-4.06,Graduate,30.75213675,31,31,33
1,Basic Education,125.0,19,19,4,7,128.5,Yes,Female,No,18,13.9,-0.3,0.79,Enrolled,24.21428571,14,13,17
1,Communication Design,140.0,37,2,9,3,140.0,No,Female,No,23,10.8,1.4,1.74,Dropout,10.0,9,2,3
1,Basic Education,120.0,1,37,5,5,113.9,Yes,Female,No,21,12.7,3.7,-1.7,Dropout,22.583333330000002,12,7,21
1,Social Service,147.0,1,19,4,4,137.2,No,Female,No,18,10.8,1.4,1.74,Graduate,29.666666669999998,12,12,12
1,Veterinary Nursing,140.0,1,19,5,5,140.0,Yes,Female,No,23,12.4,0.5,1.79,Graduate,31.946428570000002,12,12,15
1,Equinculture,161.0,1,19,4,4,152.3,No,Female,No,18,11.1,0.6,2.02,Graduate,30.28571428,12,12,14
1,Social Service (evening attendance),133.1,37,37,4,8,112.5,No,Female,No,32,9.4,-0.8,-3.12,Graduate,25.966666670000002,12,11,15
2,Management,150.0,19,37,9,7,101.0,No,Female,No,29,10.8,1.4,1.74,Dropout,25.466666670000002,10,5,22
6,Social Service,113.0,1,38,194,163,112.3,Yes,Female,Yes,20,8.9,1.4,3.51,Graduate,23.35,12,9,16
1,Social Service,140.0,34,34,0,0,114.0,Yes,Female,No,28,9.4,-0.8,-3.12,Dropout,13.0,12,1,23
1,Management,130.0,38,38,1,9,130.0,No,Female,No,27,10.8,1.4,1.74,Graduate,25.625,10,7,20
2,Nursing,120.0,37,34,90,0,121.5,No,Female,No,22,7.6,2.6,0.32,Graduate,24.66666666,28,24,28
1,Agronomy,133.1,19,37,9,10,120.0,No,Female,No,37,16.2,0.3,-0.92,Enrolled,25.775,12,12,22
1,Social Service (evening attendance),130.0,37,38,0,5,130.0,No,Female,No,28,12.7,3.7,-1.7,Dropout,11.0,12,1,12
1,Agronomy,120.0,37,37,9,9,125.7,No,Female,No,43,8.9,1.4,3.51,Dropout,22.75,12,8,23
1,Oral Hygiene,140.0,37,37,9,9,128.0,Yes,Female,No,32,10.8,1.4,1.74,Dropout,0.0,15,0,15
1,Social Service,123.0,1,1,9,9,113.2,No,Female,Yes,20,15.5,2.8,-4.06,Enrolled,22.25,12,9,24
1,Nursing,133.1,38,1,9,4,120.0,No,Female,Yes,35,9.4,-0.8,-3.12,Graduate,27.26,16,16,18
1,Advertising and Marketing Management,130.0,37,37,0,0,117.8,Yes,Female,No,21,7.6,2.6,0.32,Graduate,24.5,10,7,15
4,Nursing,126.0,19,19,7,9,121.3,Yes,Female,Yes,18,12.4,0.5,1.79,Enrolled,25.76190476,14,13,16
1,Nursing,176.0,3,38,3,7,169.7,No,Female,Yes,18,16.2,0.3,-0.92,Graduate,33.277777779999994,15,15,16
4,Social Service,124.0,19,19,5,8,117.7,Yes,Female,No,18,16.2,0.3,-0.92,Graduate,24.0,12,9,21
1,Social Service (evening attendance),120.0,19,37,7,6,121.8,Yes,Female,No,22,12.4,0.5,1.79,Graduate,25.78571429,12,12,13
2,Nursing,140.0,1,1,4,10,128.3,Yes,Female,No,19,10.8,1.4,1.74,Graduate,25.52857142,16,14,16
2,Management,143.0,19,38,9,7,132.2,Yes,Female,Yes,18,13.9,-0.3,0.79,Graduate,25.916666669999998,10,10,14
2,Animation and Multimedia Design,136.0,39,1,3,4,134.3,Yes,Female,No,19,12.4,0.5,1.79,Dropout,0.0,0,0,0
1,Nursing,132.0,19,1,9,5,123.4,No,Female,Yes,18,11.1,0.6,2.02,Graduate,30.28761904,15,15,16
1,Management (evening attendance),133.1,19,39,5,3,121.7,No,Female,No,31,16.2,0.3,-0.92,Dropout,0.0,10,0,14
1,Social Service (evening attendance),100.0,1,19,1,5,130.0,No,Female,Yes,33,9.4,-0.8,-3.12,Graduate,26.333333330000002,12,11,16
3,Nursing,137.0,19,38,7,7,126.5,Yes,Female,Yes,19,9.4,-0.8,-3.12,Graduate,27.1525,16,16,16
1,Social Service,153.0,38,38,7,7,159.7,Yes,Female,Yes,18,12.7,3.7,-1.7,Graduate,30.97619047,12,12,13
1,Management,160.0,9,19,4,3,151.3,No,Female,No,23,7.6,2.6,0.32,Graduate,22.26666667,10,8,16
1,Social Service,145.0,38,38,5,7,138.0,Yes,Female,No,20,9.4,-0.8,-3.12,Graduate,23.2,12,11,17
5,Nursing,137.0,38,38,4,8,126.5,Yes,Female,No,18,9.4,-0.8,-3.12,Graduate,27.5275,16,16,16
1,Veterinary Nursing,140.0,1,1,4,3,140.0,Yes,Female,No,21,8.9,1.4,3.51,Enrolled,25.45,18,13,24
1,Social Service,120.0,19,38,5,6,112.3,No,Female,Yes,22,12.7,3.7,-1.7,Graduate,22.91428571,12,10,20
